N,u,V,C,P,R,a_tilde,Q,inflation,z,Θ
0.94,0.15400000000000003,0.13200000000000003,0.8247076212,1.0,1.0212335692618808,1.0,0.846,0.0,1.0,1.01
0.3151251016104722,0.9991878655503458,0.28371375106161195,0.01,1.0244791679180107,1.0314459049544995,1.5771995099795268,0.0013489830964627978,0.024479167918010747,1.0,1.0201
0.31465575632421544,0.9997277404776929,0.28371767614412063,0.01,1.0454357162599257,1.0318538840019595,1.5771995099795268,0.0004522323780251581,0.020455807202506282,1.0,1.020503491277938
0.31465540182972707,0.9997281459792628,0.28371767614412063,0.01,1.0626127677931032,1.0281053101124302,1.5771995099795268,0.0004515588260490252,0.01643051912807114,1.0,1.0167961517011934
0.3146554015619789,0.9997281462855364,0.28371767614412063,0.01,1.076111512321554,1.0303773336545976,1.5771995099795268,0.00045155831731809694,0.012703352470049722,1.0,1.0190431829843971
0.3146194119729633,0.9997828216636963,0.28373543696093984,0.01,1.0890499987941324,1.0376140211786002,1.5928153496909778,0.00036074064425705327,0.012023369627061742,1.0,1.0262002669456356
0.31465537437899344,0.9997281773797945,0.28371767614412063,0.01,1.0957740652398236,1.031699157372556,1.5771995099795268,0.00045150666869211986,0.006174249532286291,1.0,1.0203504666414578
0.31465540154124544,0.9997281463092531,0.28371767614412063,0.01,1.1005474457513948,1.0273814114163675,1.5771995099795268,0.0004515582779238675,0.004356172191871011,1.0,1.0160802158907876
0.314655401561761,0.9997281462857857,0.28371767614412063,0.01,1.1038780169242977,1.0357850237095336,1.5771995099795268,0.0004515583169041003,0.0030262858596059594,1.0,1.0243913884487288
0.31461941197296317,0.9997828216636965,0.28373543696093984,0.01,1.1095066375875826,1.0367466068802682,1.5928153496909778,0.0003607406442568034,0.005098951674903152,1.0,1.0253423942045852
0.31465537437899344,0.9997281773797945,0.28371767614412063,0.01,1.1099970084637119,1.0295663623856732,1.5771995099795268,0.0004515066686921197,0.0004419720076622724,1.0,1.0182411323994307
0.31465540154124544,0.9997281463092531,0.28371767614412063,0.01,1.1103268952468452,1.0307739707485142,1.5771995099795268,0.0004515582779238675,0.00029719610108669414,1.0,1.0194354570702806
0.3147000360055916,0.9996603352950155,0.2836956460215635,0.01,1.1068003990902053,1.0252449342711056,1.5615836697332064,0.0005641946917584454,-0.0031760882058575746,1.0,1.0139672399941235
0.31470007812699946,0.9996602871129341,0.2836956460215635,0.01,1.1045049322485392,1.0211940040412628,1.5615836697332064,0.0005642747238434828,-0.0020739664022103588,1.0,1.009960869996809
0.31470007816674933,0.9996602870674648,0.2836956460215635,0.01,1.1029958071268426,1.0227465906147506,1.5615836697332064,0.0005642747993695173,-0.001366336244985611,1.0,1.0114963781179884
0.31475542965706,0.9995761944793252,0.28366832672309134,0.01,1.0981566508366647,1.010145701326795,1.54593949283917,0.0006731599182579266,-0.004387284393023494,1.0,0.9990340986122003
0.3148237268603201,0.9994724590891071,0.28363465074317984,0.01,1.0910413267968253,1.0021473911418362,1.5303239034718303,0.000837930086160652,-0.00647933428661418,1.0,0.991123769839276
0.31482382693038236,0.9994723446206487,0.28363465074317984,0.01,1.0865443361866651,1.0037174833755138,1.5303239034718303,0.0008381119044106965,-0.004121741770646614,1.0,0.9926765910583832
0.31482382707700646,0.9994723444529278,0.28363465074317984,0.01,1.0836419192340865,1.0019925628107422,1.5303239034718303,0.0008381121708134588,-0.002671236557879375,1.0,0.9909706446198241
0.31475557534678267,0.9995760278270903,0.28366832672309134,0.01,1.0853781391462334,1.0091901748851566,1.54593949283917,0.0006734246236459852,0.001602208147663875,1.0,0.99808908296142
0.3147554949939489,0.9995761197414624,0.28366832672309134,0.01,1.086558739142831,1.0066555102409218,1.54593949283917,0.0006732786296271529,0.0010877315048249958,1.0,0.9955822996282717
0.31482372695605265,0.9994724589796002,0.28363465074317984,0.01,1.0836512891829788,1.0015916844098514,1.5303239034718303,0.0008379302600980641,-0.002675833210955436,1.0,0.9905741758813429
0.3147001948537714,0.9996601535908335,0.2836956460215635,0.01,1.088754150730313,1.0162348363949762,1.5615836697332064,0.0005644965086192306,0.004708951669481598,1.0,1.0050562531946314
0.31470007827690405,0.9996602869414605,0.2836956460215635,0.01,1.0923265086808287,1.0161457353649086,1.5615836697332064,0.0005642750086671323,0.0032811428990828784,1.0,1.0049681322758945
